id,seed,type,path,file,step_start,step_end,event,n_maps,v_value,v_llm
000231,308,transition,308/transition_step_0077_0081_reach_goal.txt,transition_step_0077_0081_reach_goal.txt,77,81,reach_goal,5,1.0,0.99
000317,955,transition,955/transition_step_0097_0101_reach_goal.txt,transition_step_0097_0101_reach_goal.txt,97,101,reach_goal,5,1.0,0.99
000255,343,off_track,343/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,5,0.8515,0.84
000132,330,transition,330/transition_step_0010_0014_open_door.txt,transition_step_0010_0014_open_door.txt,10,14,open_door,5,0.9415,0.95
000115,466,transition,466/transition_step_0109_0113_reach_goal.txt,transition_step_0109_0113_reach_goal.txt,109,113,reach_goal,5,1.0,0.99
000186,871,transition,871/transition_step_0003_0007_open_door.txt,transition_step_0003_0007_open_door.txt,3,7,open_door,5,0.9227,0.91
000026,860,intermediate,860/intermediate_step_0000_0001_find_key.txt,intermediate_step_0000_0001_find_key.txt,0,1,find_key,2,0.9135,0.92
000200,663,off_track,663/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,5,0.8097,0.86
000253,343,transition,343/transition_step_0205_0209_reach_goal.txt,transition_step_0205_0209_reach_goal.txt,205,209,reach_goal,5,1.0,0.99
000165,372,transition,372/transition_step_0150_0154_open_door.txt,transition_step_0150_0154_open_door.txt,150,154,open_door,5,0.9606,0.0
000226,308,worst,308/worst_step_0001_find_key.txt,worst_step_0001_find_key.txt,1,1,find_key,1,0.8345,0.89
000102,121,transition,121/transition_step_0082_0086_open_door.txt,transition_step_0082_0086_open_door.txt,82,86,open_door,5,0.9135,0.0
000084,20,intermediate,20/intermediate_step_0271_0275_reach_goal.txt,intermediate_step_0271_0275_reach_goal.txt,271,275,reach_goal,5,0.9801,0.9703
000160,87,off_track,87/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,5,1.0,0.9801
000294,385,intermediate,385/intermediate_step_0002_0006_find_key.txt,intermediate_step_0002_0006_find_key.txt,2,6,find_key,5,0.9044,0.8953
000230,308,intermediate,308/intermediate_step_0063_0067_open_door.txt,intermediate_step_0063_0067_open_door.txt,63,67,open_door,5,0.9044,0.8953
000091,614,transition,614/transition_step_0048_0052_open_door.txt,transition_step_0048_0052_open_door.txt,48,52,open_door,5,0.9321,0.0
000258,491,initial,491/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8864,0.0
000233,308,off_track,308/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,5,0.8262,0.818
000246,769,off_track,769/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,5,0.9044,0.895
000139,458,initial,458/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8262,0.801
000120,214,initial,214/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8775,0.866
000166,372,intermediate,372/intermediate_step_0147_0151_open_door.txt,intermediate_step_0147_0151_open_door.txt,147,151,open_door,5,0.951,0.941
000296,385,intermediate,385/intermediate_step_0175_0179_open_door.txt,intermediate_step_0175_0179_open_door.txt,175,179,open_door,5,0.9321,0.923
000211,130,off_track,130/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,5,0.8864,0.886
000062,71,intermediate,71/intermediate_step_0008_0012_reach_goal.txt,intermediate_step_0008_0012_reach_goal.txt,8,12,reach_goal,5,1.0,0.99
000182,99,off_track,99/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,5,0.8687,0.869
000065,71,off_track,71/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,5,0.9044,0.895
000011,102,off_track,102/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,5,0.8775,0.869
000133,330,intermediate,330/intermediate_step_0007_0011_open_door.txt,intermediate_step_0007_0011_open_door.txt,7,11,open_door,5,0.9227,0.0
000279,413,off_track,413/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,5,0.9321,0.886
000313,955,transition,955/transition_step_0033_0037_find_key.txt,transition_step_0033_0037_find_key.txt,33,37,find_key,5,0.8601,0.851
000265,491,intermediate,491/intermediate_step_0062_0066_reach_goal.txt,intermediate_step_0062_0066_reach_goal.txt,62,66,reach_goal,5,0.9801,0.97
000151,87,worst,87/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8601,0.835
000306,191,transition,191/transition_step_0042_0046_open_door.txt,transition_step_0042_0046_open_door.txt,42,46,open_door,5,0.9044,0.895
000032,860,off_track,860/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,5,0.8953,0.886
000038,270,intermediate,270/intermediate_step_0015_0019_open_door.txt,intermediate_step_0015_0019_open_door.txt,15,19,open_door,5,0.9415,0.923
000063,71,off_track,71/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,5,0.9044,0.895
000072,700,transition,700/transition_step_0033_0037_reach_goal.txt,transition_step_0033_0037_reach_goal.txt,33,37,reach_goal,5,1.0,0.98
000206,130,intermediate,130/intermediate_step_0000_0001_find_key.txt,intermediate_step_0000_0001_find_key.txt,0,1,find_key,2,0.8775,0.86
000005,102,transition,102/transition_step_0038_0042_open_door.txt,transition_step_0038_0042_open_door.txt,38,42,open_door,5,0.9227,0.904
000007,102,transition,102/transition_step_0050_0054_reach_goal.txt,transition_step_0050_0054_reach_goal.txt,50,54,reach_goal,5,1.0,0.99
000196,663,transition,663/transition_step_0049_0053_open_door.txt,transition_step_0049_0053_open_door.txt,49,53,open_door,5,0.9606,0.951
000155,87,intermediate,87/intermediate_step_0046_0050_open_door.txt,intermediate_step_0046_0050_open_door.txt,46,50,open_door,5,0.9227,0.852
000315,955,transition,955/transition_step_0085_0089_open_door.txt,transition_step_0085_0089_open_door.txt,85,89,open_door,5,0.9044,0.895
000075,700,off_track,700/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,5,0.8775,0.0
000076,700,off_track,700/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,5,0.9321,0.923
000301,385,off_track,385/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,5,0.9321,0.923
000269,413,initial,413/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8601,0.86
000071,700,intermediate,700/intermediate_step_0022_0026_open_door.txt,intermediate_step_0022_0026_open_door.txt,22,26,open_door,5,0.9044,0.904
000208,130,intermediate,130/intermediate_step_0051_0055_open_door.txt,intermediate_step_0051_0055_open_door.txt,51,55,open_door,5,0.9415,0.941
000099,121,worst,121/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8429,0.842
000194,663,worst,663/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8687,0.834
000314,955,intermediate,955/intermediate_step_0030_0034_find_key.txt,intermediate_step_0030_0034_find_key.txt,30,34,find_key,5,0.8429,0.869
000008,102,intermediate,102/intermediate_step_0048_0052_reach_goal.txt,intermediate_step_0048_0052_reach_goal.txt,48,52,reach_goal,5,0.9801,0.970299
000198,663,transition,663/transition_step_0053_0057_reach_goal.txt,transition_step_0053_0057_reach_goal.txt,53,57,reach_goal,5,1.0,0.99
000074,700,off_track,700/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,5,0.8097,0.793
000010,102,off_track,102/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,5,0.8515,0.834
000244,769,off_track,769/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,5,0.8179,0.0
000256,343,off_track,343/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,5,0.8687,0.851
000224,661,off_track,661/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,5,0.951,0.9703
000199,663,intermediate,663/intermediate_step_0051_0055_reach_goal.txt,intermediate_step_0051_0055_reach_goal.txt,51,55,reach_goal,5,0.9801,0.9703
000295,385,transition,385/transition_step_0178_0182_open_door.txt,transition_step_0178_0182_open_door.txt,178,182,open_door,5,0.9606,0.9703
000207,130,transition,130/transition_step_0054_0058_open_door.txt,transition_step_0054_0058_open_door.txt,54,58,open_door,5,0.9606,0.9703
000181,99,off_track,99/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,5,0.8601,0.8515
000193,663,initial,663/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8687,0.84
000086,20,off_track,20/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,5,0.9135,0.9
000188,871,transition,871/transition_step_0013_0017_reach_goal.txt,transition_step_0013_0017_reach_goal.txt,13,17,reach_goal,5,1.0,0.99
000042,270,off_track,270/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,5,0.9415,0.91
000319,955,off_track,955/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,5,0.9606,0.95
000049,106,intermediate,106/intermediate_step_0004_0008_open_door.txt,intermediate_step_0004_0008_open_door.txt,4,8,open_door,5,0.9044,0.89
000235,308,off_track,308/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,5,0.8864,0.89
000229,308,transition,308/transition_step_0066_0070_open_door.txt,transition_step_0066_0070_open_door.txt,66,70,open_door,5,0.9227,0.92
000280,805,initial,805/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8515,0.84
000019,435,intermediate,435/intermediate_step_0018_0022_reach_goal.txt,intermediate_step_0018_0022_reach_goal.txt,18,22,reach_goal,5,0.99,0.98
000177,99,intermediate,99/intermediate_step_0032_0036_open_door.txt,intermediate_step_0032_0036_open_door.txt,32,36,open_door,5,0.9135,0.93
000125,214,intermediate,214/intermediate_step_0044_0048_open_door.txt,intermediate_step_0044_0048_open_door.txt,44,48,open_door,5,0.9044,0.9
000052,106,off_track,106/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,5,0.8429,0.786
000290,805,off_track,805/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,5,0.9606,0.951
000021,435,off_track,435/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,5,0.8775,0.877
000162,372,worst,372/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8687,0.868
000300,385,off_track,385/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,5,0.8775,0.886
000251,343,transition,343/transition_step_0194_0198_open_door.txt,transition_step_0194_0198_open_door.txt,194,198,open_door,5,0.9321,0.852
000228,308,intermediate,308/intermediate_step_0003_0007_find_key.txt,intermediate_step_0003_0007_find_key.txt,3,7,find_key,5,0.8687,0.843
000237,769,worst,769/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8262,0.785
000223,661,off_track,661/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,5,0.8864,0.869
000248,343,worst,343/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8601,0.826
000304,191,transition,191/transition_step_0001_0005_find_key.txt,transition_step_0001_0005_find_key.txt,1,5,find_key,5,0.8601,0.826
000123,214,intermediate,214/intermediate_step_0000_0001_find_key.txt,intermediate_step_0000_0001_find_key.txt,0,1,find_key,2,0.8687,0.86
000090,614,transition,614/transition_step_0000_0002_find_key.txt,transition_step_0000_0002_find_key.txt,0,2,find_key,3,0.8775,0.0
000232,308,intermediate,308/intermediate_step_0075_0079_reach_goal.txt,intermediate_step_0075_0079_reach_goal.txt,75,79,reach_goal,5,0.9801,1.0
000176,99,transition,99/transition_step_0035_0039_open_door.txt,transition_step_0035_0039_open_door.txt,35,39,open_door,5,0.9321,0.9227
000285,805,intermediate,805/intermediate_step_0070_0074_open_door.txt,intermediate_step_0070_0074_open_door.txt,70,74,open_door,5,0.9227,0.0
000192,871,off_track,871/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,5,0.951,0.9415
000249,343,transition,343/transition_step_0000_0004_find_key.txt,transition_step_0000_0004_find_key.txt,0,4,find_key,5,0.8864,0.0
000254,343,intermediate,343/intermediate_step_0203_0207_reach_goal.txt,intermediate_step_0203_0207_reach_goal.txt,203,207,reach_goal,5,0.99,0.9801
000149,458,off_track,458/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,5,0.9703,0.970299
000016,435,transition,435/transition_step_0014_0018_open_door.txt,transition_step_0014_0018_open_door.txt,14,18,open_door,5,0.951,0.932065
000039,270,transition,270/transition_step_0022_0026_reach_goal.txt,transition_step_0022_0026_reach_goal.txt,22,26,reach_goal,5,1.0,0.99
000047,106,intermediate,106/intermediate_step_0000_0004_find_key.txt,intermediate_step_0000_0004_find_key.txt,0,4,find_key,5,0.8687,0.826
000079,20,transition,20/transition_step_0193_0197_find_key.txt,transition_step_0193_0197_find_key.txt,193,197,find_key,5,0.8864,0.8775
000170,372,off_track,372/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,5,0.9227,0.77
000242,769,transition,769/transition_step_0029_0033_reach_goal.txt,transition_step_0029_0033_reach_goal.txt,29,33,reach_goal,5,1.0,0.67
000195,663,transition,663/transition_step_0000_0003_find_key.txt,transition_step_0000_0003_find_key.txt,0,3,find_key,4,0.8953,0.46
000003,102,transition,102/transition_step_0003_0007_find_key.txt,transition_step_0003_0007_find_key.txt,3,7,find_key,5,0.8687,0.35
000043,270,off_track,270/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,5,0.9044,0.67
000172,99,initial,99/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8179,0.25
000104,121,transition,121/transition_step_0098_0102_reach_goal.txt,transition_step_0098_0102_reach_goal.txt,98,102,reach_goal,5,1.0,0.99
000281,805,worst,805/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8515,0.83
000097,614,off_track,614/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,5,0.9044,0.99
000240,769,transition,769/transition_step_0020_0024_open_door.txt,transition_step_0020_0024_open_door.txt,20,24,open_door,5,0.9227,0.91
000013,435,worst,435/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8179,0.79
000152,87,transition,87/transition_step_0045_0049_find_key.txt,transition_step_0045_0049_find_key.txt,45,49,find_key,5,0.9135,0.9
000212,130,off_track,130/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,5,0.9044,0.895
000184,871,worst,871/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8864,0.851
